"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2023","2023","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","Unknown or Not Stated","99",17,8.50
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","No prenatal care","00",286,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","1st month","01",264,12.46
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","2nd month","02",1251,12.87
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","3rd month","03",1442,11.54
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","4th month","04",856,10.76
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","5th month","05",506,9.07
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","6th month","06",316,8.21
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","7th month","07",238,6.81
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","8th month","08",188,4.95
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","9th month","09",74,2.34
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","Unknown or Not Stated","99",158,2.53
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","No prenatal care","00",194,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","1st month","01",642,13.61
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","2nd month","02",2863,12.88
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","3rd month","03",3091,11.38
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","4th month","04",890,9.89
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","5th month","05",326,9.09
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","6th month","06",182,7.35
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","7th month","07",134,6.72
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","8th month","08",92,5.49
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","9th month","09",34,2.85
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","Unknown or Not Stated","99",254,2.05
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","No prenatal care","00",110,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","1st month","01",49,10.73
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","2nd month","02",182,11.85
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","3rd month","03",339,11.22
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","4th month","04",162,10.27
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","5th month","05",80,8.65
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","6th month","06",57,7.12
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","7th month","07",53,5.92
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","8th month","08",47,4.81
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","9th month","09",19,2.47
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","Unknown or Not Stated","99",32,1.00
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Other","4","No prenatal care","00",10,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Other","4","2nd month","02",51,12.78
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Other","4","3rd month","03",54,11.59
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Other","4","4th month","04",21,9.57
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Other","4","5th month","05",13,8.69
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Unknown or Not Stated","9","1st month","01",24,10.21
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Unknown or Not Stated","9","2nd month","02",81,10.84
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Unknown or Not Stated","9","3rd month","03",50,11.20
,"2023","2023","Division 7: West South Central","CENS-D7","40-44 years","40-44","Unknown or Not Stated","9","4th month","04",19,9.63
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","No prenatal care","00",10,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","1st month","01",19,13.79
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","2nd month","02",45,11.42
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","3rd month","03",75,11.81
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","4th month","04",49,9.98
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","5th month","05",25,10.20
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","6th month","06",12,9.83
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","7th month","07",14,7.71
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","8th month","08",12,4.25
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","Unknown or Not Stated","99",10,1.00
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","No prenatal care","00",12,0.00
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","1st month","01",62,13.61
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","2nd month","02",133,13.25
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","3rd month","03",218,11.15
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","4th month","04",94,9.43
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","5th month","05",19,8.53
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","6th month","06",10,9.40
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","Unknown or Not Stated","99",23,2.30
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Self Pay","3","3rd month","03",21,11.14
,"2023","2023","Division 7: West South Central","CENS-D7","45-49 years","45-49","Self Pay","3","8th month","08",10,3.20
,"2023","2023","Division 7: West South Central","CENS-D7","50 years and over","50+","Private Insurance","2","3rd month","03",31,11.10
,"2023","2023","Division 7: West South Central","CENS-D7","50 years and over","50+","Private Insurance","2","4th month","04",10,10.00
,"2023","2023","Division 8: Mountain","CENS-D8","Under 15 years","15","Medicaid","1","2nd month","02",11,11.64
,"2023","2023","Division 8: Mountain","CENS-D8","Under 15 years","15","Medicaid","1","3rd month","03",13,8.62
,"2023","2023","Division 8: Mountain","CENS-D8","Under 15 years","15","Medicaid","1","4th month","04",12,9.08
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","No prenatal care","00",310,0.00
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","1st month","01",305,12.17
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","2nd month","02",2141,11.78
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","3rd month","03",2183,10.68
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","4th month","04",920,9.67
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","5th month","05",600,8.06
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","6th month","06",437,7.50
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","7th month","07",336,6.18
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","8th month","08",301,4.75
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","9th month","09",142,2.96
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","Unknown or Not Stated","99",179,6.64
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","No prenatal care","00",56,0.00
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","1st month","01",63,12.92
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","2nd month","02",532,11.96
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","3rd month","03",527,11.08
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","4th month","04",202,9.80
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","5th month","05",106,9.14
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","6th month","06",92,7.59
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","7th month","07",60,6.23
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","8th month","08",53,4.75
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","9th month","09",15,2.80
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","Unknown or Not Stated","99",27,11.00
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","No prenatal care","00",78,0.00
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","1st month","01",13,11.15
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","2nd month","02",97,11.57
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","3rd month","03",144,10.58
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","4th month","04",79,9.30
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","5th month","05",45,7.07
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","6th month","06",38,6.47
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","7th month","07",41,6.20
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","8th month","08",28,4.93
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","9th month","09",26,2.35
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","Unknown or Not Stated","99",23,5.83
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","No prenatal care","00",21,0.00
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","1st month","01",16,11.13
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","2nd month","02",88,11.34
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","3rd month","03",100,10.70
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","4th month","04",42,9.31
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","5th month","05",27,8.37
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","6th month","06",25,7.92
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","7th month","07",25,6.12
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","8th month","08",20,4.80
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","9th month","09",11,2.64
,"2023","2023","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","Unknown or Not Stated","99",15,5.86
,"2023","2023","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","No prenatal care","00",794,0.00
,"2023","2023","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","1st month","01",1448,12.44
,"2023","2023","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","2nd month","02",9467,12.07
,"2023","2023","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","3rd month","03",7901,10.87
,"2023","2023","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","4th month","04",3019,9.63
