"Notes","Year","Year Code","State of Residence","State of Residence Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2023","2023","Texas","48","Private Insurance","2","Unknown or Not Stated","9","None checked","1",46
,"2023","2023","Texas","48","Self Pay","3","Vaginal","1","At least one checked","0",155
,"2023","2023","Texas","48","Self Pay","3","Vaginal","1","None checked","1",19146
,"2023","2023","Texas","48","Self Pay","3","Cesarean","2","At least one checked","0",57
,"2023","2023","Texas","48","Self Pay","3","Cesarean","2","None checked","1",6215
,"2023","2023","Texas","48","Other","4","Vaginal","1","At least one checked","0",14
,"2023","2023","Texas","48","Other","4","Vaginal","1","None checked","1",1538
,"2023","2023","Texas","48","Other","4","Cesarean","2","None checked","1",729
,"2023","2023","Texas","48","Unknown or Not Stated","9","Vaginal","1","At least one checked","0",54
,"2023","2023","Texas","48","Unknown or Not Stated","9","Vaginal","1","None checked","1",5592
,"2023","2023","Texas","48","Unknown or Not Stated","9","Cesarean","2","At least one checked","0",28
,"2023","2023","Texas","48","Unknown or Not Stated","9","Cesarean","2","None checked","1",2133
,"2023","2023","Utah","49","Medicaid","1","Vaginal","1","At least one checked","0",107
,"2023","2023","Utah","49","Medicaid","1","Vaginal","1","None checked","1",5917
,"2023","2023","Utah","49","Medicaid","1","Cesarean","2","At least one checked","0",83
,"2023","2023","Utah","49","Medicaid","1","Cesarean","2","None checked","1",1978
,"2023","2023","Utah","49","Private Insurance","2","Vaginal","1","At least one checked","0",537
,"2023","2023","Utah","49","Private Insurance","2","Vaginal","1","None checked","1",23597
,"2023","2023","Utah","49","Private Insurance","2","Cesarean","2","At least one checked","0",225
,"2023","2023","Utah","49","Private Insurance","2","Cesarean","2","None checked","1",7846
,"2023","2023","Utah","49","Private Insurance","2","Unknown or Not Stated","9","None checked","1",12
,"2023","2023","Utah","49","Self Pay","3","Vaginal","1","At least one checked","0",47
,"2023","2023","Utah","49","Self Pay","3","Vaginal","1","None checked","1",3015
,"2023","2023","Utah","49","Self Pay","3","Cesarean","2","At least one checked","0",22
,"2023","2023","Utah","49","Self Pay","3","Cesarean","2","None checked","1",479
,"2023","2023","Utah","49","Other","4","Vaginal","1","At least one checked","0",12
,"2023","2023","Utah","49","Other","4","Vaginal","1","None checked","1",707
,"2023","2023","Utah","49","Other","4","Cesarean","2","None checked","1",262
,"2023","2023","Utah","49","Unknown or Not Stated","9","Vaginal","1","None checked","1",134
,"2023","2023","Utah","49","Unknown or Not Stated","9","Cesarean","2","None checked","1",26
,"2023","2023","Vermont","50","Medicaid","1","Vaginal","1","At least one checked","0",21
,"2023","2023","Vermont","50","Medicaid","1","Vaginal","1","None checked","1",1336
,"2023","2023","Vermont","50","Medicaid","1","Cesarean","2","None checked","1",492
,"2023","2023","Vermont","50","Private Insurance","2","Vaginal","1","At least one checked","0",68
,"2023","2023","Vermont","50","Private Insurance","2","Vaginal","1","None checked","1",2025
,"2023","2023","Vermont","50","Private Insurance","2","Cesarean","2","At least one checked","0",19
,"2023","2023","Vermont","50","Private Insurance","2","Cesarean","2","None checked","1",804
,"2023","2023","Vermont","50","Self Pay","3","Vaginal","1","None checked","1",79
,"2023","2023","Vermont","50","Self Pay","3","Cesarean","2","None checked","1",11
,"2023","2023","Vermont","50","Other","4","Vaginal","1","None checked","1",126
,"2023","2023","Vermont","50","Other","4","Cesarean","2","None checked","1",42
,"2023","2023","Vermont","50","Unknown or Not Stated","9","Vaginal","1","None checked","1",11
,"2023","2023","Vermont","50","Unknown or Not Stated","9","Cesarean","2","None checked","1",10
,"2023","2023","Virginia","51","Medicaid","1","Vaginal","1","At least one checked","0",135
,"2023","2023","Virginia","51","Medicaid","1","Vaginal","1","None checked","1",21927
,"2023","2023","Virginia","51","Medicaid","1","Cesarean","2","At least one checked","0",98
,"2023","2023","Virginia","51","Medicaid","1","Cesarean","2","None checked","1",10492
,"2023","2023","Virginia","51","Private Insurance","2","Vaginal","1","At least one checked","0",328
,"2023","2023","Virginia","51","Private Insurance","2","Vaginal","1","None checked","1",32659
,"2023","2023","Virginia","51","Private Insurance","2","Cesarean","2","At least one checked","0",91
,"2023","2023","Virginia","51","Private Insurance","2","Cesarean","2","None checked","1",16570
,"2023","2023","Virginia","51","Self Pay","3","Vaginal","1","At least one checked","0",20
,"2023","2023","Virginia","51","Self Pay","3","Vaginal","1","None checked","1",2355
,"2023","2023","Virginia","51","Self Pay","3","Cesarean","2","None checked","1",523
,"2023","2023","Virginia","51","Other","4","Vaginal","1","At least one checked","0",91
,"2023","2023","Virginia","51","Other","4","Vaginal","1","None checked","1",5032
,"2023","2023","Virginia","51","Other","4","Cesarean","2","At least one checked","0",24
,"2023","2023","Virginia","51","Other","4","Cesarean","2","None checked","1",2083
,"2023","2023","Virginia","51","Unknown or Not Stated","9","Vaginal","1","None checked","1",169
,"2023","2023","Virginia","51","Unknown or Not Stated","9","Cesarean","2","None checked","1",36
,"2023","2023","Washington","53","Medicaid","1","Vaginal","1","At least one checked","0",361
,"2023","2023","Washington","53","Medicaid","1","Vaginal","1","None checked","1",19945
,"2023","2023","Washington","53","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",54
,"2023","2023","Washington","53","Medicaid","1","Cesarean","2","At least one checked","0",168
,"2023","2023","Washington","53","Medicaid","1","Cesarean","2","None checked","1",7701
,"2023","2023","Washington","53","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",21
,"2023","2023","Washington","53","Medicaid","1","Unknown or Not Stated","9","None checked","1",43
,"2023","2023","Washington","53","Private Insurance","2","Vaginal","1","At least one checked","0",738
,"2023","2023","Washington","53","Private Insurance","2","Vaginal","1","None checked","1",29659
,"2023","2023","Washington","53","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",120
,"2023","2023","Washington","53","Private Insurance","2","Cesarean","2","At least one checked","0",162
,"2023","2023","Washington","53","Private Insurance","2","Cesarean","2","None checked","1",14123
,"2023","2023","Washington","53","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",70
,"2023","2023","Washington","53","Private Insurance","2","Unknown or Not Stated","9","None checked","1",92
,"2023","2023","Washington","53","Private Insurance","2","Unknown or Not Stated","9","Unknown or Not Stated","9",16
,"2023","2023","Washington","53","Self Pay","3","Vaginal","1","At least one checked","0",17
,"2023","2023","Washington","53","Self Pay","3","Vaginal","1","None checked","1",1038
,"2023","2023","Washington","53","Self Pay","3","Cesarean","2","None checked","1",98
,"2023","2023","Washington","53","Other","4","Vaginal","1","At least one checked","0",65
,"2023","2023","Washington","53","Other","4","Vaginal","1","None checked","1",2979
,"2023","2023","Washington","53","Other","4","Vaginal","1","Unknown or Not Stated","9",29
,"2023","2023","Washington","53","Other","4","Cesarean","2","At least one checked","0",28
,"2023","2023","Washington","53","Other","4","Cesarean","2","None checked","1",1253
,"2023","2023","Washington","53","Other","4","Cesarean","2","Unknown or Not Stated","9",30
,"2023","2023","Washington","53","Other","4","Unknown or Not Stated","9","None checked","1",29
,"2023","2023","Washington","53","Other","4","Unknown or Not Stated","9","Unknown or Not Stated","9",38
,"2023","2023","Washington","53","Unknown or Not Stated","9","Vaginal","1","At least one checked","0",26
,"2023","2023","Washington","53","Unknown or Not Stated","9","Vaginal","1","None checked","1",1383
,"2023","2023","Washington","53","Unknown or Not Stated","9","Vaginal","1","Unknown or Not Stated","9",31
,"2023","2023","Washington","53","Unknown or Not Stated","9","Cesarean","2","At least one checked","0",11
,"2023","2023","Washington","53","Unknown or Not Stated","9","Cesarean","2","None checked","1",532
,"2023","2023","Washington","53","Unknown or Not Stated","9","Cesarean","2","Unknown or Not Stated","9",18
,"2023","2023","Washington","53","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",26
,"2023","2023","Washington","53","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",12
,"2023","2023","West Virginia","54","Medicaid","1","Vaginal","1","At least one checked","0",51
,"2023","2023","West Virginia","54","Medicaid","1","Vaginal","1","None checked","1",5015
,"2023","2023","West Virginia","54","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",22
,"2023","2023","West Virginia","54","Medicaid","1","Cesarean","2","At least one checked","0",33
,"2023","2023","West Virginia","54","Medicaid","1","Cesarean","2","None checked","1",2530
,"2023","2023","West Virginia","54","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",29
,"2023","2023","West Virginia","54","Private Insurance","2","Vaginal","1","At least one checked","0",72
,"2023","2023","West Virginia","54","Private Insurance","2","Vaginal","1","None checked","1",5087
,"2023","2023","West Virginia","54","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",13
,"2023","2023","West Virginia","54","Private Insurance","2","Cesarean","2","At least one checked","0",30
,"2023","2023","West Virginia","54","Private Insurance","2","Cesarean","2","None checked","1",2972
,"2023","2023","West Virginia","54","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",37
,"2023","2023","West Virginia","54","Self Pay","3","Vaginal","1","None checked","1",341
,"2023","2023","West Virginia","54","Self Pay","3","Cesarean","2","None checked","1",74
,"2023","2023","West Virginia","54","Other","4","Vaginal","1","None checked","1",140
,"2023","2023","West Virginia","54","Other","4","Cesarean","2","None checked","1",65
,"2023","2023","West Virginia","54","Unknown or Not Stated","9","Vaginal","1","None checked","1",48
,"2023","2023","West Virginia","54","Unknown or Not Stated","9","Cesarean","2","None checked","1",27
,"2023","2023","Wisconsin","55","Medicaid","1","Vaginal","1","At least one checked","0",280
,"2023","2023","Wisconsin","55","Medicaid","1","Vaginal","1","None checked","1",14776
,"2023","2023","Wisconsin","55","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",20
,"2023","2023","Wisconsin","55","Medicaid","1","Cesarean","2","At least one checked","0",127
,"2023","2023","Wisconsin","55","Medicaid","1","Cesarean","2","None checked","1",5353
,"2023","2023","Wisconsin","55","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",13
,"2023","2023","Wisconsin","55","Medicaid","1","Unknown or Not Stated","9","None checked","1",49
,"2023","2023","Wisconsin","55","Private Insurance","2","Vaginal","1","At least one checked","0",860
,"2023","2023","Wisconsin","55","Private Insurance","2","Vaginal","1","None checked","1",24397
,"2023","2023","Wisconsin","55","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",44
,"2023","2023","Wisconsin","55","Private Insurance","2","Cesarean","2","At least one checked","0",177
,"2023","2023","Wisconsin","55","Private Insurance","2","Cesarean","2","None checked","1",10168
,"2023","2023","Wisconsin","55","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",27
,"2023","2023","Wisconsin","55","Private Insurance","2","Unknown or Not Stated","9","None checked","1",43
,"2023","2023","Wisconsin","55","Self Pay","3","Vaginal","1","At least one checked","0",42
,"2023","2023","Wisconsin","55","Self Pay","3","Vaginal","1","None checked","1",2044
