"Notes","Year","Year Code","State of Residence","State of Residence Code","Age of Mother 9","Age of Mother 9 Code","Mother's Pre-pregnancy BMI","Mother's Pre-pregnancy BMI Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2020","2020","Vermont","50","20-24 years","20-24","Underweight <18.5","1","None checked","1",26
,"2020","2020","Vermont","50","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",237
,"2020","2020","Vermont","50","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",179
,"2020","2020","Vermont","50","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",141
,"2020","2020","Vermont","50","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",82
,"2020","2020","Vermont","50","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",70
,"2020","2020","Vermont","50","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",14
,"2020","2020","Vermont","50","25-29 years","25-29","Underweight <18.5","1","None checked","1",30
,"2020","2020","Vermont","50","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",11
,"2020","2020","Vermont","50","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",495
,"2020","2020","Vermont","50","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",310
,"2020","2020","Vermont","50","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",205
,"2020","2020","Vermont","50","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",150
,"2020","2020","Vermont","50","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",127
,"2020","2020","Vermont","50","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",18
,"2020","2020","Vermont","50","30-34 years","30-34","Underweight <18.5","1","None checked","1",31
,"2020","2020","Vermont","50","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",15
,"2020","2020","Vermont","50","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",699
,"2020","2020","Vermont","50","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",412
,"2020","2020","Vermont","50","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",225
,"2020","2020","Vermont","50","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",134
,"2020","2020","Vermont","50","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",106
,"2020","2020","Vermont","50","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",24
,"2020","2020","Vermont","50","35-39 years","35-39","Underweight <18.5","1","None checked","1",16
,"2020","2020","Vermont","50","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",13
,"2020","2020","Vermont","50","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",443
,"2020","2020","Vermont","50","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",244
,"2020","2020","Vermont","50","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",129
,"2020","2020","Vermont","50","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",60
,"2020","2020","Vermont","50","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",53
,"2020","2020","Vermont","50","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",15
,"2020","2020","Vermont","50","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",102
,"2020","2020","Vermont","50","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",47
,"2020","2020","Vermont","50","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",28
,"2020","2020","Vermont","50","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",10
,"2020","2020","Virginia","51","Under 15 years","15","Normal 18.5-24.9","2","None checked","1",15
,"2020","2020","Virginia","51","Under 15 years","15","Overweight 25.0-29.9","3","None checked","1",12
,"2020","2020","Virginia","51","15-19 years","15-19","Underweight <18.5","1","None checked","1",212
,"2020","2020","Virginia","51","15-19 years","15-19","Normal 18.5-24.9","2","At least one checked","0",11
,"2020","2020","Virginia","51","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",1548
,"2020","2020","Virginia","51","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",834
,"2020","2020","Virginia","51","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",471
,"2020","2020","Virginia","51","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",193
,"2020","2020","Virginia","51","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",133
,"2020","2020","Virginia","51","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",75
,"2020","2020","Virginia","51","20-24 years","20-24","Underweight <18.5","1","None checked","1",647
,"2020","2020","Virginia","51","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",46
,"2020","2020","Virginia","51","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",5714
,"2020","2020","Virginia","51","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",20
,"2020","2020","Virginia","51","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",4062
,"2020","2020","Virginia","51","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",2534
,"2020","2020","Virginia","51","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",1324
,"2020","2020","Virginia","51","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",1038
,"2020","2020","Virginia","51","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",216
,"2020","2020","Virginia","51","25-29 years","25-29","Underweight <18.5","1","None checked","1",665
,"2020","2020","Virginia","51","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",76
,"2020","2020","Virginia","51","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",9466
,"2020","2020","Virginia","51","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",51
,"2020","2020","Virginia","51","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",7080
,"2020","2020","Virginia","51","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",22
,"2020","2020","Virginia","51","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",4084
,"2020","2020","Virginia","51","25-29 years","25-29","Obesity II 35.0-39.9","5","At least one checked","0",19
,"2020","2020","Virginia","51","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",2219
,"2020","2020","Virginia","51","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",1767
,"2020","2020","Virginia","51","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",298
,"2020","2020","Virginia","51","30-34 years","30-34","Underweight <18.5","1","None checked","1",601
,"2020","2020","Virginia","51","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",86
,"2020","2020","Virginia","51","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",12118
,"2020","2020","Virginia","51","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",54
,"2020","2020","Virginia","51","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",8244
,"2020","2020","Virginia","51","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",25
,"2020","2020","Virginia","51","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",4471
,"2020","2020","Virginia","51","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",12
,"2020","2020","Virginia","51","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",2146
,"2020","2020","Virginia","51","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",1559
,"2020","2020","Virginia","51","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",355
,"2020","2020","Virginia","51","35-39 years","35-39","Underweight <18.5","1","None checked","1",209
,"2020","2020","Virginia","51","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",51
,"2020","2020","Virginia","51","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",6332
,"2020","2020","Virginia","51","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",28
,"2020","2020","Virginia","51","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",4668
,"2020","2020","Virginia","51","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",20
,"2020","2020","Virginia","51","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",2577
,"2020","2020","Virginia","51","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",1234
,"2020","2020","Virginia","51","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",895
,"2020","2020","Virginia","51","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",237
,"2020","2020","Virginia","51","40-44 years","40-44","Underweight <18.5","1","None checked","1",45
,"2020","2020","Virginia","51","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",1248
,"2020","2020","Virginia","51","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",1122
,"2020","2020","Virginia","51","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",620
,"2020","2020","Virginia","51","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",268
,"2020","2020","Virginia","51","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",206
,"2020","2020","Virginia","51","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",61
,"2020","2020","Virginia","51","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",103
,"2020","2020","Virginia","51","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",70
,"2020","2020","Virginia","51","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",49
,"2020","2020","Virginia","51","45-49 years","45-49","Obesity II 35.0-39.9","5","None checked","1",11
,"2020","2020","Virginia","51","45-49 years","45-49","Extreme Obesity III > 39.9","6","None checked","1",16
,"2020","2020","Virginia","51","50 years and over","50+","Normal 18.5-24.9","2","None checked","1",15
,"2020","2020","Washington","53","15-19 years","15-19","Underweight <18.5","1","None checked","1",146
,"2020","2020","Washington","53","15-19 years","15-19","Normal 18.5-24.9","2","At least one checked","0",18
,"2020","2020","Washington","53","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",1082
,"2020","2020","Washington","53","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",540
,"2020","2020","Washington","53","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",262
,"2020","2020","Washington","53","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",108
,"2020","2020","Washington","53","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",72
,"2020","2020","Washington","53","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",214
,"2020","2020","Washington","53","20-24 years","20-24","Underweight <18.5","1","None checked","1",457
,"2020","2020","Washington","53","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",88
,"2020","2020","Washington","53","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",4791
,"2020","2020","Washington","53","20-24 years","20-24","Normal 18.5-24.9","2","Unknown or Not Stated","9",18
,"2020","2020","Washington","53","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",38
,"2020","2020","Washington","53","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",3026
,"2020","2020","Washington","53","20-24 years","20-24","Overweight 25.0-29.9","3","Unknown or Not Stated","9",10
,"2020","2020","Washington","53","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",29
,"2020","2020","Washington","53","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",1810
,"2020","2020","Washington","53","20-24 years","20-24","Obesity II 35.0-39.9","5","At least one checked","0",11
,"2020","2020","Washington","53","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",979
,"2020","2020","Washington","53","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",688
,"2020","2020","Washington","53","20-24 years","20-24","Unknown or Not Stated","9","At least one checked","0",11
,"2020","2020","Washington","53","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",769
,"2020","2020","Washington","53","25-29 years","25-29","Underweight <18.5","1","None checked","1",552
,"2020","2020","Washington","53","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",153
,"2020","2020","Washington","53","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",8693
,"2020","2020","Washington","53","25-29 years","25-29","Normal 18.5-24.9","2","Unknown or Not Stated","9",43
,"2020","2020","Washington","53","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",79
,"2020","2020","Washington","53","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",5661
,"2020","2020","Washington","53","25-29 years","25-29","Overweight 25.0-29.9","3","Unknown or Not Stated","9",24
,"2020","2020","Washington","53","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",52
,"2020","2020","Washington","53","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",3308
,"2020","2020","Washington","53","25-29 years","25-29","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",18
,"2020","2020","Washington","53","25-29 years","25-29","Obesity II 35.0-39.9","5","At least one checked","0",15
,"2020","2020","Washington","53","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",1722
,"2020","2020","Washington","53","25-29 years","25-29","Obesity II 35.0-39.9","5","Unknown or Not Stated","9",12
,"2020","2020","Washington","53","25-29 years","25-29","Extreme Obesity III > 39.9","6","At least one checked","0",16
,"2020","2020","Washington","53","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",1296
,"2020","2020","Washington","53","25-29 years","25-29","Unknown or Not Stated","9","At least one checked","0",35
,"2020","2020","Washington","53","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",1283
,"2020","2020","Washington","53","25-29 years","25-29","Unknown or Not Stated","9","Unknown or Not Stated","9",20
,"2020","2020","Washington","53","30-34 years","30-34","Underweight <18.5","1","At least one checked","0",11
,"2020","2020","Washington","53","30-34 years","30-34","Underweight <18.5","1","None checked","1",534
,"2020","2020","Washington","53","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",183
,"2020","2020","Washington","53","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",11296
,"2020","2020","Washington","53","30-34 years","30-34","Normal 18.5-24.9","2","Unknown or Not Stated","9",88
,"2020","2020","Washington","53","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",97
