"Notes","Year","Year Code","State of Residence","State of Residence Code","Month Prenatal Care Began","Month Prenatal Care Began Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2022","2022","New York","36","1st month","01","Vaginal","1","At least one checked","0",60
,"2022","2022","New York","36","1st month","01","Vaginal","1","None checked","1",5184
,"2022","2022","New York","36","1st month","01","Vaginal","1","Unknown or Not Stated","9",16
,"2022","2022","New York","36","1st month","01","Cesarean","2","At least one checked","0",43
,"2022","2022","New York","36","1st month","01","Cesarean","2","None checked","1",3143
,"2022","2022","New York","36","2nd month","02","Vaginal","1","At least one checked","0",910
,"2022","2022","New York","36","2nd month","02","Vaginal","1","None checked","1",51491
,"2022","2022","New York","36","2nd month","02","Vaginal","1","Unknown or Not Stated","9",82
,"2022","2022","New York","36","2nd month","02","Cesarean","2","At least one checked","0",465
,"2022","2022","New York","36","2nd month","02","Cesarean","2","None checked","1",27026
,"2022","2022","New York","36","2nd month","02","Cesarean","2","Unknown or Not Stated","9",56
,"2022","2022","New York","36","3rd month","03","Vaginal","1","At least one checked","0",868
,"2022","2022","New York","36","3rd month","03","Vaginal","1","None checked","1",46692
,"2022","2022","New York","36","3rd month","03","Vaginal","1","Unknown or Not Stated","9",80
,"2022","2022","New York","36","3rd month","03","Cesarean","2","At least one checked","0",448
,"2022","2022","New York","36","3rd month","03","Cesarean","2","None checked","1",24278
,"2022","2022","New York","36","3rd month","03","Cesarean","2","Unknown or Not Stated","9",28
,"2022","2022","New York","36","4th month","04","Vaginal","1","At least one checked","0",160
,"2022","2022","New York","36","4th month","04","Vaginal","1","None checked","1",11767
,"2022","2022","New York","36","4th month","04","Vaginal","1","Unknown or Not Stated","9",20
,"2022","2022","New York","36","4th month","04","Cesarean","2","At least one checked","0",97
,"2022","2022","New York","36","4th month","04","Cesarean","2","None checked","1",5468
,"2022","2022","New York","36","4th month","04","Cesarean","2","Unknown or Not Stated","9",10
,"2022","2022","New York","36","5th month","05","Vaginal","1","At least one checked","0",78
,"2022","2022","New York","36","5th month","05","Vaginal","1","None checked","1",4965
,"2022","2022","New York","36","5th month","05","Vaginal","1","Unknown or Not Stated","9",11
,"2022","2022","New York","36","5th month","05","Cesarean","2","At least one checked","0",47
,"2022","2022","New York","36","5th month","05","Cesarean","2","None checked","1",2400
,"2022","2022","New York","36","6th month","06","Vaginal","1","At least one checked","0",57
,"2022","2022","New York","36","6th month","06","Vaginal","1","None checked","1",3214
,"2022","2022","New York","36","6th month","06","Cesarean","2","At least one checked","0",30
,"2022","2022","New York","36","6th month","06","Cesarean","2","None checked","1",1492
,"2022","2022","New York","36","7th month","07","Vaginal","1","At least one checked","0",50
,"2022","2022","New York","36","7th month","07","Vaginal","1","None checked","1",2731
,"2022","2022","New York","36","7th month","07","Cesarean","2","At least one checked","0",29
,"2022","2022","New York","36","7th month","07","Cesarean","2","None checked","1",1348
